Garage_Cars,Year_Built,Total_Bsmt_SF,Wood_Deck_SF,No_Fireplace,Lot_Area,Second_Flr_SF,Garage_Area,Longitude,Bsmt_Unf_SF
2,1997,1189,0,1,4500,0,392,-93.608197,325
2,1958,1444,0,0,159000,700,389,-93.682439,747
2,1925,952,74,1,7264,596,672,-93.62798149999999,952
1,1930,637,0,0,7449,0,280,-93.62830100000001,637
1,1941,672,0,1,9340,0,234,-93.66526999999999,328
2,1995,680,192,0,8139,790,420,-93.637796,204
2,1980,712,305,0,9839,862,440,-93.64488399999999,250
2,1960,0,0,0,21750,0,336,-93.608359,0
0,1900,245,0,1,9392,0,0,-93.60542099999999,245
2,1964,1092,0,1,8250,0,504,-93.6277098,305
3,2003,1082,114,0,13262,1295,730,-93.6545189,1082
2,2007,1363,192,1,8640,0,588,-93.650397,1339
1,1958,1041,0,1,7350,0,294,-93.606891,1041
2,1997,635,142,1,10021,662,497,-93.690402,96
3,2005,1792,204,0,13758,0,925,-93.654997,560
1,1962,896,24,0,6760,0,288,-93.604562,162
3,2006,1518,0,1,11563,0,788,-93.653122,482
2,1998,943,100,0,9042,695,472,-93.638778,115
1,1941,672,0,1,12180,252,280,-93.660168,324
2,1976,958,0,1,4928,0,440,-93.62724399999999,0
2,1997,1040,331,0,9375,1054,621,-93.680864,1040
2,1974,1434,80,0,10200,0,528,-93.619562,590
1,1941,768,0,0,9492,408,240,-93.620497,359
2,2004,848,149,0,4426,0,420,-93.683127,151
1,1941,676,26,1,5720,455,200,-93.62026,676
1,1975,852,192,1,8750,0,360,-93.60104,98
2,1974,1116,0,0,10140,0,528,-93.632178,228
3,2006,1088,208,0,9000,871,1025,-93.647584,1088
2,2007,628,100,0,10616,728,484,-93.691284,628
2,1976,1262,298,0,9600,0,460,-93.645544,284
3,2006,1795,0,0,9986,0,895,-93.64395999999999,1795
2,1974,752,297,0,12732,782,784,-93.631881,150
3,2006,2140,136,1,10481,0,894,-93.69067,2140
1,1970,546,238,1,2217,546,286,-93.60176,0
3,2008,1774,200,0,13514,0,850,-93.652084,632
1,1963,1117,0,1,7590,0,264,-93.603702,1117
0,1974,896,32,1,9000,896,0,-93.625856,896
2,1970,765,0,1,2368,600,440,-93.628119,0
3,2006,1850,212,0,13418,898,850,-93.657188,430
1,1950,1200,126,1,9600,0,246,-93.61719000000001,810
2,1997,928,212,0,13830,701,482,-93.638933,137
1,1956,1144,44,1,9571,0,596,-93.66770799999999,405
3,2007,1978,308,0,12633,0,920,-93.651703,338
3,2007,1034,0,0,10800,1028,836,-93.64304229999999,245
3,2005,1308,0,1,11003,568,848,-93.689071,1308
1,1967,912,64,0,8789,0,288,-93.671926,253
3,1993,1080,385,0,10010,1089,783,-93.653908,0
2,1999,970,115,1,2645,756,480,-93.641799,321
1,1900,540,0,1,5000,551,352,-93.615365,540
1,1924,1032,0,1,7741,0,280,-93.61833399999999,817
2,1980,845,288,0,13005,1200,484,-93.637343,153
2,1960,585,0,0,27650,0,505,-93.604106,160
1,1945,793,0,1,8480,0,240,-93.6167912,93
0,1935,520,53,1,6780,0,0,-93.629501,30
2,1964,1425,0,0,10175,0,576,-93.62955500000001,935
2,1976,1040,100,0,4224,0,572,-93.605355,200
2,2003,530,0,1,2403,550,496,-93.645478,286
2,1978,1529,0,0,12299,0,663,-93.637158,201
1,1937,731,0,0,7200,787,240,-93.64616540000002,162
2,1914,676,424,1,15564,588,400,-93.646288,676
2,1964,1152,227,0,14112,0,484,-93.627809,138
0,1955,0,0,1,6012,0,0,-93.6649923,0
2,2000,1406,188,0,11194,482,504,-93.641467,1406
1,1923,949,0,1,5142,343,205,-93.6558,725
2,2007,1266,100,0,3710,0,388,-93.642177,1266
2,2007,728,100,1,7713,728,400,-93.644447,728
1,1926,1290,0,1,7223,0,352,-93.646817,971
3,2006,879,100,0,14054,984,660,-93.644366,879
2,1989,868,0,0,12128,1246,506,-93.683235,319
1,1930,912,0,1,9439,336,160,-93.6047622,588
3,2006,1391,0,1,8760,571,868,-93.688924,927
2,1992,1168,483,1,7980,0,420,-93.635951,233
2,1962,1776,453,0,11679,0,528,-93.660227,0
2,1998,970,0,0,3951,924,846,-93.64174200000001,0
2,1964,1420,92,0,11235,0,572,-93.67555899999999,635
2,2003,1657,0,0,10635,0,502,-93.687922,315
1,1961,882,140,1,11622,0,730,-93.61975600000001,270
2,2004,831,144,1,11920,828,484,-93.692412,831
1,1984,1049,0,1,4235,0,266,-93.6641939,104
0,1946,666,0,1,5000,0,0,-93.629545,367
0,1991,974,0,1,10712,0,0,-93.606641,762
1,1959,988,156,1,9240,0,297,-93.616434,280
2,1953,1094,0,0,10452,0,495,-93.665571,594
2,1969,973,160,1,8723,0,480,-93.634528,0
2,1997,928,276,1,15426,836,470,-93.688372,107
2,1993,903,290,0,7655,732,392,-93.63583299999999,903
2,1967,1632,0,1,25000,0,576,-93.6072813,1632
1,1960,978,0,0,12342,0,286,-93.62474499999999,978
2,2004,1235,0,1,3435,0,495,-93.646113,1211
2,1979,914,0,1,6950,0,444,-93.687219,132
2,1990,1453,500,0,9572,1357,750,-93.653082,971
1,1956,1200,0,0,10400,0,294,-93.61454300000001,295
1,1957,816,0,1,7100,0,308,-93.609073,108
2,2002,826,320,1,9930,884,591,-93.686288,370
2,1996,860,225,0,15295,780,608,-93.6800822,98
2,2003,912,182,0,9375,1182,615,-93.641746,912
1,1940,940,0,0,8400,403,240,-93.651811,552
0,1946,1195,118,1,8741,0,0,-93.664686,1195
2,2005,784,144,1,8400,827,572,-93.684116,784
2,1924,596,218,1,10320,596,370,-93.626858,596
1,1976,546,0,1,1890,546,286,-93.603422,546
3,1999,1252,0,0,9430,1097,856,-93.65429,89
2,2006,1352,0,0,4230,0,466,-93.646653,1352
2,2004,1517,0,1,10171,0,532,-93.652307,1515
2,2004,707,100,0,9056,707,403,-93.64360490000001,707
2,1976,803,0,0,10480,866,483,-93.63417690000001,400
1,1930,930,0,0,7810,525,231,-93.642359,741
1,1939,672,0,1,6240,423,280,-93.624539,624
2,1961,864,0,1,8499,0,732,-93.674051,204
2,1951,836,0,1,8877,0,396,-93.676361,0
2,1974,1040,265,0,10140,0,484,-93.630289,0
1,1925,765,135,1,5000,0,200,-93.625586,577
2,1993,680,232,0,9765,790,420,-93.637046,370
2,1994,392,256,0,10147,770,398,-93.63634499999999,206
2,1988,929,108,0,8883,927,619,-93.68494399999999,0
1,1953,1216,200,0,12099,0,371,-93.618445,1018
1,1928,861,0,0,6292,600,216,-93.64841899999999,861
1,1994,990,0,1,8775,0,299,-93.69206899999999,495
2,2003,1094,0,1,12450,0,576,-93.68911999999999,365
2,1927,1008,0,0,8960,0,360,-93.62024100000001,1008
2,1986,279,216,0,18044,0,691,-93.640182,279
2,2004,848,140,0,4438,0,420,-93.681401,186
2,2008,1726,0,0,3830,0,561,-93.647039,1726
3,2002,1616,0,0,14536,0,808,-93.64758499999999,316
2,2004,1860,120,0,9100,0,484,-93.681895,1836
2,2004,835,146,1,10628,941,478,-93.69143000000001,835
1,1939,972,0,0,6435,605,312,-93.62602199999999,972
2,1997,1417,60,0,8750,0,511,-93.681343,306
2,1915,663,49,0,7200,821,528,-93.6116427,325
2,2005,1141,0,1,13072,0,484,-93.691754,1141
3,2006,1790,186,0,12469,0,730,-93.6588809,639
3,2007,1704,0,0,11478,0,772,-93.654645,486
1,1956,1134,0,1,17140,0,284,-93.671177,75
2,1979,1782,467,0,14450,0,551,-93.636505,469
2,1980,516,213,0,1879,516,462,-93.64574300000001,150
1,1896,756,0,1,8712,0,330,-93.60775,756
2,1999,1344,328,0,11875,0,686,-93.608223,1344
1,1956,0,0,1,7785,0,267,-93.621336,0
2,1910,622,0,1,7740,622,528,-93.607238,622
2,1966,756,0,0,7700,788,442,-93.603705,756
1,1954,936,0,1,9000,0,286,-93.6181153,124
3,2007,1615,168,0,9345,0,864,-93.69109499999999,1615
1,1972,494,0,1,1890,536,264,-93.627103,212
1,1920,1147,0,0,5520,510,162,-93.61851999999999,863
2,1959,1626,272,1,8393,0,588,-93.622312,1098
2,2003,848,140,1,4435,0,420,-93.68112099999999,162
2,1979,0,0,1,7018,0,410,-93.679784,0
2,1998,928,150,0,8750,844,492,-93.688383,322
1,1941,1152,0,0,9042,1152,252,-93.64279300000001,877
2,1976,804,48,0,2308,744,440,-93.624575,248
0,1931,894,0,0,9839,772,0,-93.64678,894
4,1997,1344,0,1,7060,0,784,-93.608343,35
3,2008,1452,126,0,14948,1237,858,-93.652744,122
2,2003,848,140,1,4435,0,420,-93.681227,176
1,1928,1008,265,0,7111,0,288,-93.62880600000001,329
1,1939,0,48,1,11067,0,256,-93.628222,0
0,1958,960,0,1,6410,0,0,-93.6663375,960
1,1936,1017,0,0,11500,1037,180,-93.641155,794
1,1957,967,0,1,9060,671,384,-93.625147,967
2,1948,747,0,0,57200,0,572,-93.657894,60
2,2000,756,0,1,2998,756,440,-93.645617,403
1,1880,636,0,1,9000,661,240,-93.614011,636
2,1974,864,0,1,11800,0,440,-93.684962,201
2,1900,1075,0,1,9639,642,342,-93.61046999999999,1075
1,1923,1200,0,1,11340,0,312,-93.608901,1200
2,2006,1652,404,0,13173,0,840,-93.657483,80
2,1954,1296,108,0,14778,0,924,-93.640293,568
2,2004,970,0,1,2522,739,380,-93.669985,970
1,1924,784,0,1,9738,272,392,-93.660119,392
2,1941,720,0,1,5000,0,360,-93.59656899999999,604
2,2007,608,100,0,11069,788,440,-93.6843,608
0,1916,216,0,1,8520,360,0,-93.604344,216
1,1968,1052,356,1,8400,0,288,-93.627517,36
2,2007,866,144,1,10769,902,578,-93.69097099999999,846
2,2005,891,144,1,7800,795,462,-93.69124599999999,891
2,1998,926,100,1,9535,678,472,-93.638775,75
2,1910,1226,0,1,6300,878,432,-93.615361,1226
2,1919,764,0,0,13515,764,520,-93.62576,764
2,1993,1173,173,0,11692,1017,623,-93.652117,549
2,1958,1052,0,0,13650,668,451,-93.66556899999999,554
2,2003,912,124,1,9157,942,486,-93.646638,912
2,1988,1228,168,0,4671,0,472,-93.632013,461
2,1949,782,0,0,17360,537,470,-93.620504,482
2,1947,1004,0,0,5000,660,420,-93.625576,605
1,1971,483,0,1,1680,504,264,-93.627309,125
2,1968,727,0,1,11700,727,441,-93.63534200000001,429
2,2006,1573,123,0,4750,0,538,-93.61561800000001,0
2,2003,1682,192,1,9135,0,544,-93.687826,1342
1,1958,1151,0,1,9000,804,356,-93.62514300000001,821
1,1945,0,0,1,6120,0,164,-93.622566,0
2,1929,832,48,1,6120,0,576,-93.6224,832
1,1958,588,224,1,10482,0,264,-93.623104,81
2,1999,841,0,0,24682,783,502,-93.641397,841
2,1990,1300,192,0,10176,0,506,-93.634626,663
1,1968,1196,257,1,10044,0,336,-93.677545,126
3,2008,1926,144,0,13518,1174,820,-93.652716,1926
1,1910,616,212,1,11388,218,275,-93.655631,616
3,1928,672,0,0,19950,672,795,-93.661562,672
3,1993,1080,196,0,11228,1017,678,-93.68119899999999,499
2,1915,1048,0,1,8094,720,576,-93.621525,1048
1,1924,1093,0,1,8707,576,288,-93.659222,1093
2,1970,1947,301,0,19900,0,576,-93.614307,1035
2,2003,835,168,1,12774,828,478,-93.691695,835
2,1993,1181,0,0,7250,0,430,-93.635824,1181
2,2005,1346,156,0,3182,0,437,-93.64243990000001,1330
2,1996,1065,120,0,21533,984,467,-93.679147,1065
1,1942,771,0,0,7500,741,213,-93.6397,224
2,1958,1261,0,0,9120,0,433,-93.61754300000001,599
2,1975,713,209,0,11475,741,434,-93.637191,163
2,1993,697,190,0,7685,804,420,-93.636949,179
0,1919,793,0,1,8500,520,0,-93.628412,793
1,1926,572,0,0,5700,539,288,-93.60964820000001,572
1,1969,971,0,0,9920,0,300,-93.68498199999999,448
1,1900,686,0,1,56600,686,288,-93.577427,686
3,2005,1698,192,0,11520,0,730,-93.65332,1588
2,1969,1026,171,1,7930,0,440,-93.62870699999999,115
2,2006,1612,0,0,8035,0,556,-93.629538,815
1,1966,1080,238,0,11380,0,315,-93.61822099999999,136
3,2005,1390,272,0,15922,1405,660,-93.626337,1390
2,1995,1680,152,1,17871,0,628,-93.64492299999999,1680
3,2007,1508,192,0,23303,1012,640,-93.65673699999999,278
1,1951,0,0,1,31250,0,270,-93.610268,0
2,1990,1332,0,1,7175,0,542,-93.686267,1332
1,1950,1208,0,1,7200,768,240,-93.60891,676
3,2009,2006,156,0,12220,0,900,-93.654567,570
3,2006,2660,0,0,51974,0,1110,-93.626366,1559
2,2006,608,100,1,13204,850,454,-93.64573,608
1,1965,648,88,1,10246,0,364,-93.66954399999999,0
2,2004,1686,255,0,10084,0,636,-93.641251,317
3,2005,1094,144,0,12665,1349,642,-93.64756899999999,1094
2,1959,1244,0,0,10032,0,440,-93.614241,510
1,1966,1092,259,1,9825,0,264,-93.677551,483
2,1997,1057,576,1,9375,977,645,-93.681411,318
0,1940,996,144,0,13907,0,0,-93.673137,706
2,1977,716,0,0,8286,716,531,-93.604524,185
0,2006,1140,36,1,17217,0,0,-93.60714200000001,1140
2,1994,948,0,0,8880,888,463,-93.68981,253
3,2007,918,172,0,9709,1142,786,-93.654617,140
2,1969,720,0,1,9743,588,484,-93.637105,440
0,1987,1200,120,1,10800,0,0,-93.65820699999999,0
2,2008,1402,205,1,8640,0,625,-93.650338,1402
1,1967,949,88,1,8050,0,308,-93.62919000000001,437
2,1977,808,0,0,11952,808,534,-93.633973,808
2,1965,864,60,0,13700,918,492,-93.6167,410
0,1920,528,0,1,9098,0,0,-93.66468,180
2,2000,794,0,0,8433,695,394,-93.641313,111
2,1979,0,0,1,9555,1133,579,-93.674327,0
2,2000,1614,230,0,4765,0,495,-93.646984,587
0,1970,546,0,1,1526,546,0,-93.601844,546
3,1999,1152,132,0,11764,1106,671,-93.650356,628
2,1993,1337,96,0,5395,0,462,-93.633905,604
1,1910,485,394,1,5310,634,255,-93.621562,485
1,1971,950,0,1,9758,0,280,-93.627112,251
2,1971,864,0,1,7560,0,576,-93.630208,132
1,1961,1150,0,1,7000,0,288,-93.60674399999999,369
3,1935,728,314,0,14100,1479,1014,-93.642597,536
1,1926,1149,0,1,5400,467,216,-93.608882,779
1,1948,1212,0,1,9600,442,240,-93.617164,936
1,1921,1228,0,0,7290,0,312,-93.651635,1228
2,1999,1557,124,0,4109,0,484,-93.647047,416
2,1957,998,0,0,14250,0,540,-93.6194043,998
2,2006,868,0,0,23257,1134,422,-93.635932,868
2,1999,1588,158,1,10264,0,472,-93.69021500000001,426
2,1994,928,300,1,8462,785,471,-93.689026,114
2,2003,1121,132,1,8546,0,440,-93.66751,1121
3,1997,1779,76,0,12191,772,925,-93.655711,598
2,1978,1319,0,0,7424,0,591,-93.671511,0
2,2005,1714,156,0,8147,0,517,-93.63006999999999,523
2,1978,1057,133,0,3840,0,571,-93.648172,0
2,1948,780,0,1,9184,375,400,-93.62005,780
1,1960,1010,0,1,7000,0,254,-93.606932,422
2,1972,1153,140,1,13110,0,501,-93.633752,191
1,1901,969,0,1,5680,245,216,-93.6220032,969
1,1956,1196,0,0,9000,0,297,-93.614856,580
2,2004,1594,128,0,3811,0,482,-93.615985,120
3,2006,1850,250,0,16052,848,736,-93.627767,644
2,1957,1347,0,1,5805,0,551,-93.61791120000001,0
2,1964,533,0,1,10600,644,480,-93.626785,533
2,1910,240,0,1,15660,496,472,-93.61559799999999,240
2,2003,660,0,1,7750,660,400,-93.643641,660
2,1972,894,215,1,7200,0,600,-93.683159,117
1,1948,789,0,1,6000,0,250,-93.608867,516
2,2001,1531,184,0,12728,908,560,-93.681196,333
2,1999,691,0,1,3735,739,506,-93.645482,241
1,1966,988,0,1,7150,0,360,-93.62579709999999,263
2,1969,784,0,0,10457,848,898,-93.60019100000001,0
2,2006,738,100,0,8333,753,484,-93.684271,738
3,1995,2033,283,0,14720,1185,666,-93.65297199999999,1217
2,1900,954,142,0,10800,648,520,-93.612404,290
2,1965,1728,0,1,13101,0,576,-93.62463199999999,1497
2,1977,1602,240,0,16635,0,529,-93.632417,356
2,2003,868,160,0,9590,0,438,-93.646788,82
2,2002,783,100,0,7861,702,393,-93.642588,326
2,1900,716,0,1,9856,1007,624,-93.618539,716
2,1962,1438,520,0,18275,548,441,-93.60674,802
2,1959,0,0,0,47007,0,624,-93.67558199999999,0
1,1961,864,158,1,9079,0,440,-93.67571600000001,0
1,1959,1246,218,1,7500,0,305,-93.60596899999999,0
2,1999,744,0,1,2280,792,440,-93.644118,194
1,1948,720,0,0,21286,551,312,-93.657958,720
1,1920,798,112,1,5747,0,250,-93.606803,798
2,1988,1166,0,1,4740,0,480,-93.631622,918
2,2006,1187,105,1,6762,0,632,-93.69126899999999,501
2,1910,440,74,1,10440,548,440,-93.615583,440
2,2002,1777,171,0,9742,0,534,-93.68786,1777
3,2008,5095,546,0,39290,0,1154,-93.6762195,1085
2,1900,938,0,1,7745,867,576,-93.618335,938
3,1996,1236,192,0,14311,1104,787,-93.63023100000001,213
3,2008,1573,0,0,9262,0,840,-93.64394399999999,1573
2,2000,673,153,1,2651,709,490,-93.64547900000001,32
2,1980,1372,233,0,14115,0,588,-93.634212,336
2,1999,941,460,0,9649,683,460,-93.640658,941
2,2008,1884,231,0,7390,0,649,-93.65420400000001,1084
2,2005,600,0,1,2544,623,480,-93.644891,600
1,1980,430,188,1,1700,680,450,-93.674402,33
0,1977,1440,321,1,7711,0,0,-93.6644275,0
2,2002,1459,192,0,8749,0,527,-93.68679499999999,1459
1,1953,773,0,1,7677,0,240,-93.61707,203
1,1945,672,210,1,7425,473,252,-93.6267116,672
2,1995,1200,0,1,11249,0,521,-93.688862,322
1,1950,1078,366,1,9717,0,240,-93.622864,0
1,1963,1045,0,0,7936,0,264,-93.603879,219
2,1990,1309,0,0,8049,0,484,-93.646575,256
3,2006,900,168,0,10603,886,782,-93.64287,218
2,1990,910,0,0,10357,0,719,-93.684102,172
2,1950,0,0,1,7200,0,420,-93.608909,0
2,2005,728,100,1,8029,728,400,-93.64177099999999,728
2,1959,1466,0,0,17755,0,528,-93.676369,1290
2,1963,1328,0,0,9790,0,528,-93.625926,678
1,1956,882,0,1,13008,0,502,-93.6188955,318
1,1959,1350,0,0,16905,0,308,-93.649757,383
2,2007,1528,0,0,9965,0,480,-93.644086,1528
2,2004,1422,192,1,8500,0,626,-93.684714,1422
2,1953,984,0,1,12774,0,400,-93.617086,232
2,1988,980,228,0,10421,734,496,-93.637788,586
2,2003,884,0,1,8158,884,543,-93.686982,334
1,1960,1075,0,1,7910,0,404,-93.60688,409
2,1941,720,237,1,12358,0,660,-93.622793,360
3,2006,1638,192,0,10656,0,870,-93.650417,1638
3,2004,1393,143,0,3940,0,668,-93.640958,306
2,1963,970,0,1,8480,0,624,-93.674475,340
1,1950,976,285,0,9780,976,299,-93.629501,224
2,1993,1280,224,0,10791,1215,660,-93.63687900000001,143
1,1945,0,0,1,8777,0,240,-93.6783313,0
2,1977,1844,0,0,11751,0,546,-93.633962,1139
2,2006,1220,100,0,3087,0,437,-93.641662,767
2,1994,990,0,1,8072,0,480,-93.69286679999999,244
2,1976,684,0,0,7200,714,440,-93.675173,396
2,1951,631,0,1,13070,0,480,-93.61721899999999,323
0,1964,912,0,1,8020,0,0,-93.669708,268
2,1964,1516,0,1,10004,0,472,-93.62941500000001,975
2,1915,880,0,1,10320,428,400,-93.62616209999999,880
1,1925,976,147,0,6171,448,216,-93.64842900000001,712
1,1961,914,140,1,17199,0,270,-93.6247461,600
2,1940,840,0,0,13680,727,440,-93.64280550000001,112
2,1990,1156,168,0,13758,530,400,-93.644366,254
2,1951,0,174,0,13108,0,400,-93.641948,0
1,1940,728,0,0,9600,332,256,-93.642371,300
1,1959,1144,86,0,8163,0,796,-93.617499,102
2,2005,1530,168,0,16158,0,430,-93.629357,256
2,2007,896,184,1,8640,896,590,-93.650299,546
2,1964,1008,154,0,10368,0,430,-93.627065,0
2,1996,1040,168,1,12464,0,576,-93.69188299999999,308
2,1916,1196,0,1,4800,0,440,-93.625297,999
1,1968,864,0,1,10172,0,288,-93.604279,423
0,1923,1296,0,1,10890,1296,0,-93.65181,925
2,1961,864,128,0,14357,0,440,-93.622834,386
2,2004,848,149,0,4438,0,420,-93.681436,186
2,1999,744,0,1,2280,744,440,-93.644172,195
2,1950,1032,0,1,15600,1075,484,-93.639781,657
2,1951,216,0,0,10170,0,400,-93.617069,216
2,1924,816,24,1,6000,750,450,-93.60883299999999,816
2,1998,1418,168,1,7380,0,495,-93.633547,1077
1,1954,1268,0,0,7800,0,244,-93.621431,728
2,2007,1218,0,1,9605,0,576,-93.69153,1218
1,1959,1040,140,1,7560,0,286,-93.60674300000001,671
2,2005,1577,203,0,7841,0,564,-93.653414,729
1,1971,525,0,1,1680,567,320,-93.62753599999999,225
2,1979,0,73,1,7018,1114,720,-93.679109,0
2,1929,926,0,1,5500,0,484,-93.608954,0
2,2004,1445,0,1,9750,0,470,-93.68520699999999,1421
2,2005,866,0,1,9803,902,603,-93.643836,466
2,1996,1260,120,0,14963,0,500,-93.647655,474
2,1971,1625,0,0,13001,0,944,-93.634714,1012
2,1955,960,0,1,6000,0,576,-93.607862,384
3,2004,1713,0,0,9591,0,856,-93.654724,625
1,1958,1442,0,1,9750,0,301,-93.61528100000001,834
1,1953,911,134,1,9520,0,286,-93.665829,144
2,2000,814,0,1,7500,860,663,-93.63936600000001,281
2,2003,384,100,0,11950,640,400,-93.639977,384
3,1995,1318,222,0,12257,1203,752,-93.653712,1198
2,2001,884,144,0,9505,1151,434,-93.641337,884
1,1975,1008,0,0,6305,0,352,-93.675268,480
